Report Date	Sales Date	Quantity	Price	Subtotal	Isrc	Barcode	CDBabySku	Album Name	Artist Name	Track Name	Partner Name	Transaction Type	Delivery Country
2021-05-03	2021-04-09	1	0.429	0.429	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	HK
2021-05-03	2021-04-09	2	1.728	3.455	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Download	GB
2021-05-03	2021-04-09	2	1.766	3.532	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Amazon US Premium Service	Download	SG
2021-05-03	2021-04-09	1	6.369	6.369	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	ZA
2021-05-04	2021-04-10	2	0.738	1.476	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	NL
2021-05-04	2021-04-10	1	3.667	3.667	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	CO
2021-05-04	2021-04-10	1	0.823	0.823	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	AU
2021-05-04	2021-04-10	1	0.808	0.808	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Tidal	Stream	SA
2021-05-04	2021-04-10	2	0.521	1.041	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Spotify	Stream	US
2021-05-04	2021-04-10	2	0.465	0.931	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	ZA
2021-05-04	2021-04-10	1	0.451	0.451	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	LV
2021-05-04	2021-04-10	1	1.759	1.759	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	EG
2021-05-04	2021-04-10	1	0.792	0.792	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	KG
2021-05-05	2021-04-11	2	0.48	0.959	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	IL
2021-05-05	2021-04-11	2	1.68	3.36	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Download	KG
2021-05-05	2021-04-11	2	0.427	0.854	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Spotify	Stream	US
2021-05-05	2021-04-11	1	0.484	0.484	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Spotify	Stream	CH
2021-05-05	2021-04-11	1	1.746	1.746	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Stream	SE
2021-05-05	2021-04-11	1	1.727	1.727	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Download	MY
2021-05-06	2021-04-12	2	6.435	12.87	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	CH
2021-05-06	2021-04-12	1	1.712	1.712	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	SG
2021-05-06	2021-04-12	1	3.682	3.682	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	UK
2021-05-06	2021-04-12	2	1.75	3.5	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Stream	LV
2021-05-06	2021-04-12	2	0.453	0.906	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Spotify	Stream	GE
2021-05-06	2021-04-12	2	0.779	1.559	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Tidal	Stream	JP
2021-05-06	2021-04-12	2	0.795	1.589	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	KR
2021-05-06	2021-04-12	1	1.683	1.683	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Download	RU
2021-05-06	2021-04-12	1	3.642	3.642	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	GE
2021-05-06	2021-04-12	2	1.732	3.464	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Amazon US Premium Service	Download	CZ
2021-05-06	2021-04-12	1	0.785	0.785	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	SE
2021-05-06	2021-04-12	1	3.698	3.698	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	iTunes - Apple Music – US	Stream	CH
2021-05-07	2021-04-13	1	0.826	0.826	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Tidal	Stream	LU
2021-05-07	2021-04-13	2	0.455	0.91	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Spotify	Stream	RU
2021-05-07	2021-04-13	2	3.605	7.209	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	CA
2021-05-07	2021-04-13	1	6.423	6.423	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	NL
2021-05-07	2021-04-13	1	0.501	0.501	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	AE
2021-05-07	2021-04-13	2	3.664	7.327	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	iTunes - Apple Music – US	Stream	IL
2021-05-07	2021-04-13	2	6.378	12.756	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	YouTube Music	Stream	EG
2021-05-07	2021-04-13	1	6.387	6.387	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	RO
2021-05-07	2021-04-13	2	0.806	1.613	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	BE
2021-05-08	2021-04-14	2	0.515	1.03	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	CR
2021-05-08	2021-04-14	1	3.679	3.679	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	KG
2021-05-09	2021-04-15	1	6.393	6.393	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	YouTube Music	Stream	CA
2021-05-09	2021-04-15	2	0.765	1.531	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	IL
2021-05-09	2021-04-15	1	0.464	0.464	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	HK
2021-05-09	2021-04-15	1	0.791	0.791	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Tidal	Stream	CA
2021-05-09	2021-04-15	2	0.799	1.598	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Tidal	Stream	LT
2021-05-09	2021-04-15	1	0.782	0.782	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Tidal	Stream	CA
2021-05-10	2021-04-16	1	6.435	6.435	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	GE
2021-05-10	2021-04-16	2	0.796	1.592	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	AE
2021-05-10	2021-04-16	2	3.623	7.245	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	UA
2021-05-10	2021-04-16	1	0.774	0.774	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	CO
2021-05-10	2021-04-16	2	1.747	3.494	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Amazon US Premium Service	Stream	CR
2021-05-10	2021-04-16	1	6.42	6.42	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	ZA
2021-05-10	2021-04-16	2	1.703	3.405	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Stream	NL
2021-05-10	2021-04-16	2	6.462	12.923	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	CZ
2021-05-10	2021-04-16	1	0.783	0.783	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	IL
2021-05-10	2021-04-16	1	0.765	0.765	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Tidal	Stream	EG
2021-05-11	2021-04-17	2	0.771	1.542	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Tidal	Stream	BE
2021-05-11	2021-04-17	2	6.367	12.733	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	IL
2021-05-11	2021-04-17	2	0.781	1.561	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	FR
2021-05-11	2021-04-17	1	0.805	0.805	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	SG
2021-05-11	2021-04-17	1	1.655	1.655	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Stream	LU
2021-05-11	2021-04-17	2	0.765	1.53	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	AU
2021-05-11	2021-04-17	1	6.361	6.361	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	YouTube Music	Stream	CZ
2021-05-11	2021-04-17	1	3.662	3.662	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	IL
2021-05-11	2021-04-17	2	0.786	1.572	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Tidal	Stream	EG
2021-05-11	2021-04-17	2	3.632	7.264	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	iTunes - Apple Music – US	Stream	BE
2021-05-11	2021-04-17	1	0.8	0.8	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	UK
2021-05-11	2021-04-17	2	0.463	0.927	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	SA
2021-05-11	2021-04-17	1	3.633	3.633	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	iTunes - Apple Music – US	Stream	GE
2021-05-11	2021-04-17	2	0.5	0.999	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	LU
2021-05-11	2021-04-17	1	0.475	0.475	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	AE
2021-05-11	2021-04-17	1	1.728	1.728	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Amazon US Premium Service	Stream	CY
2021-05-11	2021-04-17	2	1.689	3.378	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Amazon US Premium Service	Stream	AE
2021-05-12	2021-04-18	1	1.737	1.737	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Amazon US Premium Service	Stream	LU
2021-05-12	2021-04-18	2	1.737	3.474	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	US
2021-05-12	2021-04-18	1	0.778	0.778	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	DE
2021-05-12	2021-04-18	2	6.429	12.857	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	YouTube Music	Stream	SA
2021-05-12	2021-04-18	2	1.765	3.529	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Download	GB
2021-05-12	2021-04-18	2	3.611	7.222	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	MY
2021-05-12	2021-04-18	2	3.612	7.223	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	KR
2021-05-12	2021-04-18	2	0.482	0.964	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Spotify	Stream	GE
2021-05-12	2021-04-18	1	0.471	0.471	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Spotify	Stream	MX
2021-05-12	2021-04-18	1	1.694	1.694	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Amazon US Premium Service	Download	GE
2021-05-12	2021-04-18	1	0.806	0.806	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	JP
2021-05-12	2021-04-18	2	0.418	0.835	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	MY
2021-05-12	2021-04-18	1	0.78	0.78	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	SE
2021-05-13	2021-04-19	1	0.448	0.448	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	CH
2021-05-13	2021-04-19	1	3.678	3.678	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	SE
2021-05-13	2021-04-19	2	1.749	3.498	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Stream	UK
2021-05-13	2021-04-19	2	0.776	1.551	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Tidal	Stream	GE
2021-05-13	2021-04-19	1	1.709	1.709	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	BE
2021-05-13	2021-04-19	1	3.6	3.6	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	AU
2021-05-14	2021-04-20	2	1.758	3.517	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Stream	CO
2021-05-14	2021-04-20	1	3.618	3.618	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	iTunes - Apple Music – US	Stream	AE
2021-05-14	2021-04-20	1	1.706	1.706	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	AE
2021-05-14	2021-04-20	2	6.399	12.798	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	CY
2021-05-14	2021-04-20	1	6.417	6.417	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	AU
2021-05-14	2021-04-20	2	3.602	7.203	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	GB
2021-05-14	2021-04-20	1	6.334	6.334	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	BG
2021-05-14	2021-04-20	1	3.594	3.594	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	iTunes - Apple Music – US	Stream	NL
2021-05-14	2021-04-20	1	0.771	0.771	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	RU
2021-05-14	2021-04-20	1	0.474	0.474	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	UA
2021-05-14	2021-04-20	1	3.648	3.648	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	RU
2021-05-14	2021-04-20	1	3.672	3.672	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	HR
2021-05-14	2021-04-20	2	0.76	1.52	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	KG
2021-05-15	2021-04-21	2	0.439	0.878	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	CO
2021-05-15	2021-04-21	2	6.395	12.791	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	UK
2021-05-15	2021-04-21	2	0.819	1.638	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	CH
2021-05-15	2021-04-21	2	0.805	1.609	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Tidal	Stream	DE
2021-05-15	2021-04-21	2	3.621	7.241	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	iTunes - Apple Music – US	Stream	SG
2021-05-15	2021-04-21	1	6.431	6.431	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	HR
2021-05-15	2021-04-21	1	6.414	6.414	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	US
2021-05-15	2021-04-21	1	6.435	6.435	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	YouTube Music	Stream	JP
2021-05-15	2021-04-21	2	0.482	0.965	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	SA
2021-05-15	2021-04-21	1	1.77	1.77	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Download	BE
2021-05-15	2021-04-21	2	1.753	3.506	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Stream	KG
2021-05-15	2021-04-21	2	3.621	7.242	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	iTunes - Apple Music – US	Stream	KR
2021-05-15	2021-04-21	1	3.638	3.638	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	iTunes - Apple Music – US	Stream	UK
2021-05-16	2021-04-22	2	3.631	7.263	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	HK
2021-05-16	2021-04-22	2	1.722	3.445	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Stream	KR
2021-05-16	2021-04-22	2	6.448	12.897	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	YouTube Music	Stream	UK
2021-05-16	2021-04-22	1	6.364	6.364	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	LV
2021-05-16	2021-04-22	1	0.512	0.512	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Spotify	Stream	RO
2021-05-16	2021-04-22	2	0.844	1.687	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Tidal	Stream	DE
2021-05-16	2021-04-22	1	0.463	0.463	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	SE
2021-05-16	2021-04-22	1	0.448	0.448	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	AU
2021-05-16	2021-04-22	2	0.771	1.541	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	CO
2021-05-16	2021-04-22	2	1.711	3.422	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Stream	UA
2021-05-17	2021-04-23	2	1.688	3.376	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Amazon US Premium Service	Download	CH
2021-05-17	2021-04-23	1	0.479	0.479	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	UK
2021-05-17	2021-04-23	1	3.595	3.595	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	MX
2021-05-17	2021-04-23	2	3.679	7.358	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	iTunes - Apple Music – US	Stream	JP
2021-05-17	2021-04-23	1	1.787	1.787	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	UA
2021-05-17	2021-04-23	2	0.517	1.034	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	IL
2021-05-17	2021-04-23	2	6.426	12.851	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	YouTube Music	Stream	LT
2021-05-17	2021-04-23	2	6.372	12.743	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	UK
2021-05-17	2021-04-23	1	3.628	3.628	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	iTunes - Apple Music – US	Stream	AU
2021-05-17	2021-04-23	1	3.659	3.659	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	EG
2021-05-17	2021-04-23	1	3.607	3.607	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	HR
2021-05-17	2021-04-23	1	3.671	3.671	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	iTunes - Apple Music – US	Stream	GE
2021-05-17	2021-04-23	1	6.412	6.412	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	YouTube Music	Stream	US
2021-05-17	2021-04-23	2	6.427	12.854	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	SE
2021-05-19	2021-04-25	1	6.347	6.347	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	SE
2021-05-19	2021-04-25	2	6.407	12.815	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	YouTube Music	Stream	CY
2021-05-19	2021-04-25	2	0.455	0.91	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Spotify	Stream	RU
2021-05-19	2021-04-25	1	6.404	6.404	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	GE
2021-05-19	2021-04-25	2	0.74	1.48	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	HR
2021-05-19	2021-04-25	2	0.505	1.01	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	RU
2021-05-19	2021-04-25	2	0.522	1.043	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Spotify	Stream	FR
2021-05-19	2021-04-25	2	0.763	1.527	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	UK
2021-05-19	2021-04-25	1	1.727	1.727	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Stream	CO
2021-05-19	2021-04-25	2	1.742	3.483	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	LU
2021-05-19	2021-04-25	1	0.471	0.471	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	CR
2021-05-19	2021-04-25	2	6.375	12.75	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	CH
2021-05-19	2021-04-25	1	0.505	0.505	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Spotify	Stream	SG
2021-05-19	2021-04-25	2	1.714	3.427	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Download	CH
2021-05-19	2021-04-25	1	0.494	0.494	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	BE
2021-05-19	2021-04-25	1	0.499	0.499	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Spotify	Stream	MX
2021-05-19	2021-04-25	1	1.78	1.78	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Amazon US Premium Service	Stream	JP
2021-05-19	2021-04-25	1	3.617	3.617	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	iTunes - Apple Music – US	Stream	DE
2021-05-19	2021-04-25	2	3.647	7.293	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	BG
2021-05-21	2021-04-27	2	3.585	7.171	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	iTunes - Apple Music – US	Stream	GE
2021-05-21	2021-04-27	2	0.794	1.588	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Tidal	Stream	CA
2021-05-21	2021-04-27	1	3.647	3.647	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	HR
2021-05-21	2021-04-27	1	6.395	6.395	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	FR
2021-05-21	2021-04-27	1	1.7	1.7	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Download	UA
2021-05-21	2021-04-27	2	0.49	0.98	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Spotify	Stream	BE
2021-05-21	2021-04-27	1	3.651	3.651	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	iTunes - Apple Music – US	Stream	GE
